English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
profile,פרופיל,8,band33july18,
profit,רווח,9,"lexisband3,band33july18",The company made a huge profit.
profitable,רווחי,9,band33july18,adj
program,תוכנית / תכנית,6,band22,What's your favorite TV program?
progress,התקדמות,9,"lexisband3,band33july18",We're making good progress.
progressive,פרוגרסיבי,9,band33july18,adj
prohibit,לאסור,9,lexisband3,Smoking is strictly prohibited.
project,פרויקט,5,"scrap,band33july18",Our class project is about recycling.
prominent,"בולט, מוביל",9,lexisband3,She's a prominent scientist.
promise,הבטחה,9,"lexisband3,band33july18",He made a promise to help.
promote,לקדם,8,band33july18,
promotion,קידום,8,band33july18,
prompt,"מיידי, מהיר",9,lexisband3,Thank you for your prompt response.
pronounce,לבטא,9,lexisband3,How do you pronounce this word?
proof,הוכחה,9,lexisband3,Do you have proof?
proper,נכון / הולם / מתאים,7,band22,Use the proper tools.
properly,כראוי,8,band33july18,
property,"רכוש, נכס",9,"lexisband3,band33july18",This is private property.
proportion,פרופורציה,9,"lexisband3,band33july18",The costs are out of proportion.
proposal,הצעה,9,"lexisband3,band33july18",They approved our proposal.
propose,להציע,9,"lexisband3,band33july18",I propose we take a break.
prospect,"סיכוי, נוף",9,"lexisband3,band33july18",There's little prospect of success.
prosperity,שגשוג,9,lexisband3,The country enjoyed prosperity.
protect,להגן,7,band22,We must protect the environment.
protection,הגנה,9,band33july18,
protest,מחאה,9,"lexisband3,band33july18",Thousands joined the protest.
proud,גאה,6,band22,I'm proud of you.
prove,להוכיח,8,band22,Can you prove you're right?
provide,לספק / לתת,8,band22,The school provides free lunch.
provided that,בתנאי ש,7,band33july18,
province,מחוז,9,lexisband3,Quebec is a Canadian province.
provision,"הוראה, אספקה",9,"lexisband3,band33july18",There's a provision for emergencies.
psychological,פסיכולוגי,9,"lexisband3,band33july18",She needs psychological support.
psychology,פסיכולוגיה,9,band33july18,adj
public,ציבור / ציבורי,7,band22,This is a public park.
publication,פרסום,9,"lexisband3,band33july18",His latest publication is excellent.
publicity,פרסומת,9,lexisband3,The event got a lot of publicity.
publish,לפרסם,9,"lexisband3,band33july18",When will you publish the results?
pull,למשוך,6,band33july18,
punish,להעניש,9,lexisband3,Parents shouldn't punish children harshly.
pupil,תלמיד,4,band22,Every pupil has a desk.
purchase,"קנייה, לקנות",9,lexisband3,Keep your purchase receipt.
purely,בצורה טהורה,9,lexisband3,It was purely accidental.
purpose,מטרה / תכלית,8,band22,What's the purpose of this meeting?
pursue,לרדוף אחרי,9,"lexisband3,band33july18",She pursued her dream.
put,לשים,4,band22,Put your books on the table.
put down sth / put sth down,להניח משהו,7,band33july18,Put down your bags and come in.
put forward sth / put sth forward,להציע משהו,7,band33july18,The students have put forward a proposal to shorten the term.
put off sth / put sth off,לדחות משהו,7,band33july18,
put on sth / put sth on,ללבוש משהו,7,band33july18,
put sth together / put together sth,להרכיב משהו,7,band33july18,
put up sb/put sb up,לארח מישהו,7,band33july18,Can you put me up overnight?
put up with,לסבול,7,band33july18,I won't put up with this nonsense!
puzzle,"חידה, תעלומה",9,lexisband3,His behavior is a puzzle.
qualification,כישור,9,lexisband3,What qualifications do you have?
quality,איכות,8,band33july18,
quantity,כמות,8,band33july18,
quarter,רבע,6,band22,A quarter of the students are absent.
question,שאלה,4,band22,I have a question.
quite,די / למדי,7,band22,I'm quite tired.
quite a lot,די הרבה,7,band22,He reads quite a lot of books.
quote,ציטוט,9,lexisband3,He began with a famous quote.
race,מרוץ / גזע / לרוץ,7,"band22,band33july18",Let's have a race!
racial,גזעי,7,band33july18,adj
racism,גזענות,7,band33july18,adj
rack,מדף,9,lexisband3,Put the dishes on the rack.
radical,רדיקלי,8,band33july18,
rage,"זעם, חמה",9,lexisband3,He was filled with rage.
raid,פשיטה,9,lexisband3,Police conducted a raid on the building.
rail,מסילה,9,lexisband3,Don't cross the rail tracks.
railroad,מסילת ברזל / רכבת,7,band22,The railroad was built in 1850.
railway,מסילת ברזל / רכבת,7,band22,The railway connects all the cities.
rain,גשם,4,band22,The rain is falling heavily.
raise,להרים / לגדל,7,band22,Raise your hand if you know the answer.
random,אקראי,7,band33july18,
range,"טווח, מגוון",9,"lexisband3,band33july18",The store offers a wide range of products.
rank,דרגה,9,lexisband3,He holds the rank of captain.
rapid,מהיר,9,"lexisband3,band33july18",The city is experiencing rapid growth.
rapidly,במהירות,8,band33july18,adv
rare,נדיר,9,lexisband3,This is a rare opportunity.
rarely,לעיתים רחוקות,9,lexisband3,She rarely complains.
rate,קצב,9,"lexisband3,band33july18",Crime is increasing at an alarming rate.
rather,די / למדי / דווקא,7,band22,I'm rather busy.
rather than,במקום / דווקא לא,8,band22,I prefer walking rather than running.
rating,דירוג,9,"lexisband3,band33july18",The show has high ratings.
ratio,יחס,7,band33july18,
rational,רציונלי,9,"lexisband3,band33july18",Try to be rational about this.
rationale,הסבר / נימוק,8,band33july18,
raw,"גלם, נא",9,lexisband3,Don't eat raw meat.
reach,להגיע / להשיג,7,band22,Can you reach that shelf?
react,להגיב,9,"lexisband3,band33july18",How did she react to the news?
reaction,תגובה,8,band33july18,n
read,לקרוא,4,band22,I love to read books.
readily,בקלות / ברצון,8,band33july18,
reading,קריאה,5,scrap,Reading is important for learning.
reality,מציאות,9,"lexisband3,band33july18",Face reality!
realize,להבין / להגשים,8,band22,I didn't realize it was so late.
realm,"תחום, ממלכה",9,lexisband3,That's beyond the realm of possibility.
rear,"אחורי, לגדל",9,lexisband3,The rear entrance is locked.
reason,סיבה / הגיון,6,band22,What's the reason for being late?
reasonable,סביר,9,"lexisband3,band33july18",That's a reasonable price.
reasoning,"הגיון, חשיבה",9,lexisband3,I don't follow your reasoning.
recall,לזכור,9,"lexisband3,band33july18",I can't recall his name.
receipt,קבלה,8,band33july18,
receive,לקבל,6,band22,I received a letter from my friend.
recent,לאחרונה / עדכני,7,band22,This is a recent photo.
reception,קבלת פנים,9,"lexisband3,band33july18",Please go to the reception at the hotel. The President had a warm reception.
recipe,מתכון,9,lexisband3,Do you have a recipe for chocolate cake?
recognition,הכרה,9,"lexisband3,band33july18",He deserves recognition for his work.
recognize,לזהות / להכיר,7,band22,Do you recognize this person?
recommend,להמליץ,9,"lexisband3,band33july18",Can you recommend a good restaurant?
recommendation,המלצה,9,band33july18,n
record,שיא / תקליט / להקליט / לרשום,7,band22,He broke the world record.
recover,להתאושש,9,"lexisband3,band33july18",It takes time to recover from illness.
recovery,החלמה,8,band33july18,n
recruit,לגייס,9,"lexisband3,band33july18",The company is recruiting new staff.
recruitment,גיוס,9,band33july18,n
red,אדום,1,band22,I want the red one.
reduce,להפחית,9,"lexisband3,band33july18",We need to reduce costs.
reduction,הפחתה,8,band33july18,n
refer,להתייחס,9,"lexisband3,band33july18",The article refers to recent events.
refer to,להתייחס,7,band33july18,"He referred to his parents as ""my folks""."
reference,התייחסות,9,"lexisband3,band33july18",He made reference to your work.
reflect,לשקף,9,"lexisband3,band33july18",His behavior reflects his upbringing.
reflection,שיקוף / השתקפות,9,band33july18,n
reform,רפורמה,9,"lexisband3,band33july18",The government proposed reforms.
refugee,פליט,9,"lexisband3,band33july18",Many refugees fled the war.
refusal,סירוב,9,"lexisband3,band33july18",His refusal surprised everyone.
refuse,"אשפה, פסולת",9,"lexisband3,band33july18",Put the refuse in the bin.
regard,התייחסות,9,"lexisband3,band33july18",He has no regard for others.
regarding,בנוגע ל,9,"lexisband3,band33july18",I'm calling regarding your application.
regardless (of),ללא קשר ל,7,band33july18,
regime,משטר,9,"lexisband3,band33july18",The regime fell after the revolution.
region,אזור,9,"lexisband3,band33july18",This region is known for wine production.
regional,אזורי,8,band33july18,adj
register,"לרשום, רישום",9,lexisband3,Please register for the course.
regret,"חרטה, להצטער",9,lexisband3,I regret my decision.
regular,קבוע / רגיל,7,band22,Come at your regular time.
regulate,לווסת,9,lexisband3,Laws regulate business practices.
regulation,תקנה,9,"lexisband3,band33july18",Follow safety regulations.
reinforce,לחזק,9,"lexisband3,band33july18",This reinforces my argument.
reject,לדחות,9,"lexisband3,band33july18",They rejected our offer.
rejection,דחייה,8,band33july18,n
relate,לקשר / להתייחס,8,band22,"We use ""relate"" in English."
relate(d) to sb/sth,להזדהות עם / קשור ל,7,band33july18,Many youngsters can't relate to old people.
relation,קשר / יחס,8,band22,"We use ""relation"" in English."
relationship,מערכת יחסים,9,band33july18,
relative,יחסי,9,"lexisband3,band33july18",Everything is relative.
relatively,יחסית,9,"lexisband3,band33july18",The test was relatively easy.
relax,להירגע / להרפות,6,band22,Relax and enjoy your vacation.
release,לשחרר,9,"lexisband3,band33july18",The prisoner was released.
relevance,רלוונטיות,8,band33july18,n
relevant,רלוונטי,9,"lexisband3,band33july18",Is this information relevant?
reliable,אמין,9,"lexisband3,band33july18",He's a reliable person.
relief,הקלה,9,"lexisband3,band33july18",What a relief!
relieved,מוקל,8,band33july18,adj
religion,דת,6,band22,There are many religions in the world.
religious,דתי,6,band22,They are religious people.
rely,לסמוך על,9,"lexisband3,band33july18",You can rely on me.
rely on/upon,לסמוך על,7,band33july18,
remain,להישאר,9,lexisband3,Please remain seated.
remark,הערה,9,lexisband3,She made a rude remark.
remarkable,יוצא דופן,9,lexisband3,That's a remarkable achievement.
remember,לזכור,4,band22,Do you remember my name?
remind,להזכיר,7,band22,Remind me to call my mom.
remote,מרוחק,9,lexisband3,They live in a remote village.
remove,להסיר,9,lexisband3,Remove your shoes before entering.
render,לגרום ל,9,lexisband3,The accident rendered him unable to walk.
renew,לחדש,9,lexisband3,I need to renew my passport.
rent,שכר דירה,9,lexisband3,How much is the monthly rent?
repair,"תיקון, לתקן",9,lexisband3,The car needs repair.
repeat,לחזור / לשנן,6,band22,Please repeat the question.
repetition,חזרה,9,lexisband3,Repetition helps learning.
replace,להחליף,9,lexisband3,We need to replace the old computer.
reply,להשיב / תשובה,7,band22,I'm waiting for your reply.
report,"לדווח / דו""ח / דיווח",7,band22,Write a report about your trip.
represent,לייצג,9,"lexisband3,band33july18",Who will represent us at the meeting?
representation,ייצוג,9,band33july18,n+adj
representative,נציג,9,"lexisband3,band33july18",He's the company's representative.
reputation,מוניטין,9,lexisband3,The school has an excellent reputation.
request,בקשה / לבקש,8,band22,I have a special request.
require,לדרוש,9,"lexisband3,band33july18",This job requires experience.
required,נדרש,8,band33july18,adj
requirement,דרישה,9,"lexisband3,band33july18",What are the requirements for the job?
rescue,"חילוץ, להציל",9,lexisband3,The rescue team saved the climbers.
research,מחקר,9,"lexisband3,band33july18",She's doing research on climate change.
resemble,להידמות,9,lexisband3,She resembles her mother.
reservation,הזמנה,9,lexisband3,I made a reservation for dinner.
reserve,"שמורה, לשמור",9,lexisband3,This area is a nature reserve.
reside,להתגורר,7,band33july18,v
residence,מקום מגורים,9,lexisband3,What's your place of residence?
resident,תושב,8,band33july18,v
residential,מגורים,9,band33july18,v
resist,להתנגד,9,"lexisband3,band33july18",She couldn't resist the chocolate.
resistance,התנגדות,9,band33july18,n
resolution,החלטה / רזולוציה,9,band33july18,n
resolve,לפתור,9,"lexisband3,band33july18",We need to resolve this conflict.
resort,אתר נופש,9,lexisband3,They stayed at a beach resort.
resource,משאב,9,"lexisband3,band33july18",Natural resources are limited.
respect,כבוד / לכבד / להתייחס,8,band22,Treat everyone with respect.
respectively,בהתאמה,9,band33july18,
respond,להגיב,9,"lexisband3,band33july18",He didn't respond to my email.
response,תגובה,9,"lexisband3,band33july18",What was her response?
responsibility,אחריות,8,band22,It's your responsibility.
responsible,אחראי,9,lexisband3,Who's responsible for this mess?
responsible for,אחראי ל,7,band22,Who is responsible for this mess?
restaurant,מסעדה,4,"scrap,band33july18",Let's eat at that Italian restaurant.
restore,לשחזר,9,lexisband3,They restored the old building.
restrain,לרסן,9,lexisband3,Please restrain yourself.
restrict,להגביל,9,"lexisband3,band33july18",Parking is restricted here.
restriction,הגבלה,9,"lexisband3,band33july18",Are there any restrictions?
result,תוצאה / תוצאה,7,band22,The result was surprising.
result in,להוביל ל,7,band33july18,
retain,לשמור,9,"lexisband3,band33july18",Try to retain this information.
retire,לפרוש,9,lexisband3,He plans to retire next year.
retreat,"נסיגה, לסגת",9,lexisband3,The army was forced to retreat.
return,לחזור / להחזיר,5,scrap,Please return my book when you're done.
reveal,לחשוף,9,"lexisband3,band33july18",The investigation revealed the truth.
revenue,הכנסה,9,lexisband3,Tax revenue increased this year.
reverse,"הפוך, להפוך",9,lexisband3,Put the car in reverse.
review,"סקירה, לסקור",9,"lexisband3,band33july18",The book received good reviews.
revise,"לתקן, לשנות",9,"lexisband3,band33july18",I need to revise my essay.
revision,שינוי / חזרה,8,band33july18,n
revolution,מהפכה,9,"lexisband3,band33july18",The industrial revolution changed the world.
revolutionary,מהפכני,9,band33july18,adj
reward,"פרס, לתגמל",9,lexisband3,Hard work brings rewards.
rhythm,קצב,9,lexisband3,I love the rhythm of this song.
rice,אורז,5,band22,We eat rice with the curry.
rich,עשיר,4,band22,He's very rich.
ride,לרכוב / נסיעה / טיול,6,band22,I learned to ride a bicycle.
ridiculous,מגוחך,9,lexisband3,That's a ridiculous idea!
right,ימין / נכון,4,band22,Your answer is right.
rigid,נוקשה,9,lexisband3,The rules are too rigid.
ring,טבעת / צלצול / לצלצל,6,"band22,band33july18",She wore a ring. I heard a ring. Please ring me when you have time.
ripe,בשל,9,lexisband3,The fruit is ripe.
rise,לעלות / לקום / עליה,7,band22,The sun rises in the east.
risk,סיכון / להסתכן,8,band22,Don't take unnecessary risks.
ritual,טקס,9,"lexisband3,band33july18",They performed a religious ritual.
rival,יריב,9,lexisband3,The two teams are rivals.
river,נהר,5,band22,The river flows into the sea.
road,כביש,4,band22,This road leads to the city.
rock,סלע,6,band33july18,We climbed up to the rock at the top of the mountain.
role,תפקיד / תפקיד,7,band22,What role did you play?
roll,לגלגל / גליל,6,band33july18,The ball rolled into a corner. A bread roll.
romantic,רומנטי,9,lexisband3,They went on a romantic dinner.
roof,גג,6,band33july18,
room,חדר,1,band22,My room is painted blue.
root,שורש,9,"lexisband3,band33july18",Education is the root of success.
rope,חבל,9,lexisband3,Tie it with a rope.
rot,להירקב,9,lexisband3,The wood will rot if it gets wet.
rough,"מחוספס, קשה",9,lexisband3,The sea was rough today.
roughly,בערך,9,lexisband3,There were roughly 100 people.
route,מסלול,9,"lexisband3,band33july18",What route should we take?
routine,שגרה,9,lexisband3,Exercise should be part of your daily routine.
row,שורה,9,"lexisband3,band33july18",Sit in the front row.
rub,לשפשף,9,lexisband3,Rub your hands together to warm them.
rude,גס רוח,9,lexisband3,That was very rude!
ruin,"הריסה, להרוס",9,lexisband3,The rain ruined our picnic.
run,לרוץ,4,band22,I can run very fast.
run into,להיתקל ב,7,band33july18,I ran into him the other day which was a nice surprise.
run out (of),להיגמר,7,band33july18,We ran out of paper
run over,לדרוס,7,band33july18,The car ran over the dog.
rural,כפרי,9,"lexisband3,band33july18",They prefer rural life to city life.
rush,למהר,9,"lexisband3,band33july18","Don't rush, we have time."
Russia,רוסיה,7,band33july18,adj+n
Russian,רוסי,8,band33july18,adj+n
sacred,קדוש,9,lexisband3,This is a sacred place.
sacrifice,"קורבן, להקריב",9,lexisband3,She sacrificed everything for her children.
sad,עצוב,1,band22,Why do you look sad?
safe,בטוח / בטיחותי,6,band22,Is it safe to swim here?
safety,בטיחות,7,band33july18,
salary,משכורת,7,band33july18,
sale,מכירה / מבצע,6,band22,There's a sale at the store.
salt,מלח,5,band22,"Pass the salt, please."
sample,מדגם,7,band33july18,
sanctions,סנקציות,8,band33july18,
sandwich,כריך,4,band22,I made a cheese sandwich.
satisfaction,שביעות רצון,9,band33july18,n
satisfy,לספק,8,band33july18,n
save,להציל / לחסוך,6,band22,Save your money for something special.
save money,לחסוך כסף,6,band22,I'm trying to save money for a bike.
save time,לחסוך זמן,7,band22,This shortcut will save time.
say,לומר,5,band22,What did you say?
scale,סולם / קנה מידה,7,band33july18,"Large-scale, small-scale"
scenario,תרחיש,8,band33july18,
scene,סצנה,7,band33july18,
scenery,נוף,8,band33july18,
schedule,לוח זמנים / תוכנית / לתזמן,8,band22,Check your schedule.
scheme,תכנית / תוכנית,7,band33july18,
school,בית ספר,1,band22,I go to school every day.
science,מדע,6,"band22,band33july18",Science is fascinating.
scientific,מדעי,9,band33july18,adj
scientist,מדען,8,band33july18,adj
score,ניקוד / ציון / לקלוע,7,"band22,band33july18",What was the final score?
screen,מסך / להקרין,7,band33july18,
sea,ים,5,band22,The Mediterranean Sea is beautiful.
search,לחפש / חיפוש,7,band22,Help me search for my keys.
season,עונה / תקופה,6,band22,Summer is my favorite season.
seat,מושב / כיסא,6,band22,Please take a seat.
second,שני / שנייה,5,band22,Wait a second!
secondly,שנית,8,band33july18,She was introduced first of all as a brilliant scientist and secondly as a composer.
secret,סוד / סודי,6,band22,This is a secret message.
section,קטע / מדור,8,band33july18,
sector,מגזר,7,band33july18,
secure,מאובטח / לאבטח,7,band33july18,n
security,ביטחון,8,band33july18,n
see,לראות,5,band22,I can see a rainbow.
seek,לחפש,6,band33july18,
seem,נראה / להיראות,7,band22,You seem tired today.
select,לבחור,7,band33july18,n
selection,בחירה,8,band33july18,n
self,עצמי / עצמו,8,band22,"We use ""self"" in English."
sell,למכור,5,band22,They sell fresh vegetables.
senior,בכיר,7,band33july18,
sensitive,רגיש,8,band33july18,n
sensitivity,רגישות,9,band33july18,n
separate,נפרד / להפריד,8,band33july18,n
separation,הפרדה,9,band33july18,n
sequence,רצף,8,band33july18,
series,סדרה,7,band33july18,
serious,רציני / חמור,7,band22,This is a serious problem.
seriously,ברצינות,8,band33july18,
servant,משרת,8,band33july18,
serve,לשרת / להגיש,7,band22,Dinner is served at 6 PM.
service,שירות / שרות,7,band22,The service at this restaurant is excellent.
set,סט / קבוצה / להציב / לקבוע,7,band22,I got a new set of pens.
set off,לצאת לדרך,7,band33july18,They set off on their journey.
set out,לצאת / להתחיל,7,band33july18,They set out at sunrise
set out / set out sth / set sth out,לצאת לדרך / להציג,7,band33july18,The teacher set out the rules on the first day of class.
set up,להקים / להכין,8,band22,Let's set up the tent.
setting,הגדרה / סביבה,8,band33july18,
settle,להתיישב / לפתור,7,band33july18,n
settle down,להתיישב,7,band33july18,
settlement,התיישבות / הסדר,9,band33july18,n
several,כמה / מספר,7,band22,I called several times.
severe,חמור / קשה,7,band33july18,adv
severely,בחומרה,8,band33july18,adv
shadow,צל,7,band33july18,
shake,לנער / להזדעזע,7,band33july18,Shake hands.
shake hands,ללחוץ ידיים,7,band33july18,
shake your head,להניד בראש,7,band33july18,He shook his head in disagreement.
shape,צורה / לעצב,7,band22,What shape is this?
share,לשתף / מניה,7,band33july18,
ship,ספינה,6,band33july18,
shirt,חולצה,4,band22,He's wearing a blue shirt.
shoe,נעל,5,band22,My shoe is untied.
shoes,נעליים,4,band22,Take off your shoes.
shoot,לירות / לצלם,7,band22,Don't shoot at people.
shop,חנות,5,band22,That shop sells shoes.
shopping,קניות,5,band22,I hate shopping.
short,קצר,5,band22,He's quite short.
short of sth,חסר משהו,7,band33july18,He was short of time.
short term/in the short term,טווח קצר / בטווח הקצר,7,band33july18,
short-term,קצר טווח,7,band33july18,
shot,ירייה / צילום,6,band33july18,
should,צריך / כדאי / אמור,6,band22,You should study more.
shoulder,כתף,8,band33july18,
show,להראות,5,band22,Show me your drawing.
show up,להופיע,7,band33july18,She showed up earlier than expected.
shut (sb) up,להשתיק,7,band33july18,You're talking too much: shut up!
shut down (sth) / shut down (sth),לכבות / לסגור,7,band33july18,We shut down the computer.
sight,מראה / ראייה,7,band33july18,
signal,אות / סימן,7,band33july18,
significance,משמעות,9,band33july18,adv
significant,משמעותי,9,band33july18,adv
significantly,באופן משמעותי,9,band33july18,adv
silence,שקט / דממה,7,band22,There was complete silence.
silent,שקט / דומם / שותק,7,band22,Please remain silent.
silly,טיפשי / מטופש,6,band22,Stop being silly and do your work.
silver,כסף (מתכת),6,band22,This ring is made of silver.
similar to,דומה ל,7,band22,This is similar to that one.
since,מאז / מכיוון ש,7,band22,I haven't seen him since Monday.
sing,לשיר,5,band22,She sings beautifully.
singer,זמר / זמרת,5,band22,She wants to be a singer.
single,יחיד / בודד / רווק,7,band22,Every single student passed.
sir,אדוני,6,band33july18,
sister,אחות,2,band22,My sister is older than me.
sit,לשבת,2,band22,Please sit here.
site,אתר / מקום,7,band22,This is a construction site.
six,שש,2,band22,"We use ""six"" in English."
sixth,שישי / שישית,5,band22,This is the sixth book in the series.
size,מידה,4,scrap,What size do you wear?
skill,מיומנות,7,band33july18,adj
skilled,מיומן,8,band33july18,adj
sky,שמיים,5,band22,Look at the beautiful sky.
sleep,לישון,2,band22,I sleep eight hours every night.
slight,קל / מעט,7,band33july18,adv
slightly,מעט,8,band33july18,adv
slip,להחליק / החלקה,6,band33july18,He slipped and fell. I made a slip in spelling.
slow,איטי,5,band22,The turtle is very slow.
slow down,להאט,7,band33july18,
small,קטן,2,band22,This shirt is too small.
smell,ריח / להריח,6,band22,What's that smell?
smoke,עשן / לעשן,6,band22,Smoking is bad for your health.
snack,חטיף,4,scrap,I need a snack before practice.
snow,שלג,5,"band22,band33july18",The snow is falling softly.
so as to,כדי ל,7,band33july18,
so far,עד כה / עד עכשיו,6,band22,"So far, everything is good."
so that,כדי ש / על מנת ש,7,band22,Study hard so that you can succeed.
so-called,מה שנקרא,7,band33july18,His so-called friends didn't help him.
soap,סבון,4,scrap,Wash your hands with soap.
social,חברתי / סוציאלי,7,band22,He has good social skills.
society,חברה / אגודה,8,band22,We live in a modern society.
soft,רך / עדין,6,band22,The pillow is soft.
software,תוכנה,8,band33july18,
soldier,חייל,8,band33july18,
sole,יחיד / סוליה,6,band33july18,adv
solely,אך ורק,7,band33july18,adv
solution,פתרון,8,band33july18,
solve,לפתור,7,band22,Can you solve this puzzle?
some,קצת / כמה,5,band22,Would you like some tea?
somehow,איכשהו,8,band33july18,
somewhat,במקצת,8,band33july18,
somewhere,אי שם,8,band33july18,
song,שיר,5,band22,Let's sing a song.
soon,בקרוב,5,band22,I'll be there soon.
sort,סוג / מיון / למיין,7,band22,Sort the cards by color.
sort of,מעין / סוג של,8,band22,I'm sort of hungry.
sort out,למיין / לסדר,8,band22,Let's sort out this problem.
soul,נשמה,6,band33july18,
sound,צליל / קול / להישמע,6,band22,I heard a strange sound.
source,מקור,7,band33july18,
south,דרום,5,band22,They live in the south.
southern,דרומי,8,band33july18,
space,חלל / מקום / רווח,7,band22,There's no space left.
spare time,זמן פנוי,6,scrap,What do you do in your spare time?
spatial,מרחבי,8,band33july18,
speak,לדבר,5,band22,Do you speak English?
specialize,להתמחות,9,band33july18,
specific,ספציפי / מסוים,8,"band22,band33july18",I need specific information.
specifically,באופן ספציפי,9,band33july18,adj
specify,לציין,8,band33july18,adj
speech,נאום,7,band33july18,
speed,מהירות / מהירות,7,band22,Reduce your speed.
spend,להוציא / לבלות,6,band22,Don't spend all your money.
spend money,להוציא כסף,6,band22,She spends money on books.
spend time,לבלות זמן,7,band22,I love to spend time with family.
spirit,רוח,7,band33july18,adj
spiritual,רוחני,8,band33july18,adj
spot,מקום / כתם,6,band33july18,
spread,להתפשט / התפשטות,7,band33july18,
spring,אביב,5,band22,Flowers bloom in spring.
stable,יציב,7,band33july18,
stage,שלב / במה,7,band22,The actors came on stage.
stairs,מדרגות,7,band33july18,
stand,לעמוד,5,"band22,band33july18",Where do you stand on this issue?
stand for,לייצג,7,band33july18,UN stands for United Nations
stand out,לבלוט,7,band33july18,
stand up for sb/sth,להגן על,7,band33july18,
stand up to sb/sth,להתנגד ל,7,band33july18,
standard,תקן / סטנדרט / רמה,8,band22,This is the standard size.
star,כוכב,5,band22,The stars are bright tonight.
stare,לבהות,7,band33july18,
start,להתחיל,5,band22,What time is the start?
start out,להתחיל,7,band33july18,
state,מדינה / מצב / להצהיר,7,band22,The house is in a bad state.
statement,הצהרה / הודעה,8,band22,The police took a statement.
station,תחנה,5,band22,The bus station is near my house.
statistics,סטטיסטיקה,9,band33july18,
status,מעמד / סטטוס,7,band33july18,
stay,להישאר / לשהות,6,band22,Stay here while I'm gone.
steal,לגנוב,7,band33july18,
steel,פלדה,7,band33july18,
step,צעד / שלב,6,band22,Take one step at a time.
stereotype,סטריאוטיפ,9,band33july18,
stick,מקל / להדביק / להיצמד,7,band22,The dog fetched the stick.
stimulate,לעורר / לגרות,8,band33july18,
stock,מניה / מלאי,7,band33july18,
stone,אבן,7,band33july18,
stop,לעצור,2,band22,Stop making noise!
store,חנות,5,band22,The store closes at 8 PM.
storm,סופה,7,band33july18,
story,סיפור,5,band22,Tell me a story.
straight away,מיד,7,band33july18,
strange,מוזר / זר,6,band22,That's a strange story.
strategic,אסטרטגי,8,band33july18,adj
strategy,אסטרטגיה,8,band33july18,adj
street,רחוב,5,band22,What street do you live on?
strength,כוח / חוזק,8,band33july18,v
strengthen,לחזק,9,band33july18,v
stress,לחץ / דגש,7,band33july18,adj
stressful,מלחיץ,8,band33july18,adj
stretch,למתוח,8,band33july18,
strike,שביתה / להכות / לפגוע,8,band22,The workers are on strike.
strong,חזק,5,band22,He's very strong.
strongly,בתוקף,8,band33july18,
structure,מבנה,8,band33july18,
struggle,מאבק / להיאבק,8,band33july18,
student,תלמיד,2,band22,Every student must do homework.
studio,אולפן,7,band33july18,
study,ללמוד / מחקר,5,band22,I study English every day.
stuff,דברים / חומר,7,band22,What's all this stuff?
stupid,טיפש / מטופש,6,band22,That was a stupid thing to do.
subject,נושא / מקצוע / נתון ל,7,band22,What's your favorite subject?
subjective,סובייקטיבי,9,band33july18,
subsequent,בא אחריו,9,band33july18,adv
subsequently,לאחר מכן,9,band33july18,adv
substance,חומר,8,band33july18,
substantial,משמעותי / ניכר,9,band33july18,
succeed in,להצליח ב,8,band22,I succeeded in passing the test.
success,הצלחה,8,band33july18,adj
successful,מצליח,9,band33july18,adj
successfully,בהצלחה,9,band33july18,adj
such as,כגון,7,band33july18,
suffer,לסבול,7,band33july18,n
suffering,סבל,8,band33july18,n
sufficient,מספיק,9,band33july18,adv
sufficiently,באופן מספיק,9,band33july18,adv
sugar,סוכר,6,band33july18,
suggest,להציע / להמליץ,8,band22,I suggest we leave early.
suggestion,הצעה / המלצה,8,band22,Do you have any suggestions?
suit,חליפה / להתאים,8,"band22,band33july18",He's wearing a black suit.
suitable,מתאים,8,band33july18,adj
sum,סכום,6,band33july18,
sum up sth/sb / sum sth/sb up,לסכם משהו/מישהו,7,band33july18,
summarize,לסכם,8,band33july18,n
summary,סיכום,8,band33july18,n
summer,קיץ,5,band22,We go swimming in summer.
sun,שמש,2,band22,The sun is shining today.
supply,אספקה / לספק,7,band33july18,
support,לתמוך / תמיכה,7,band22,Thank you for your support.
suppose,להניח / לשער,8,band22,I suppose you're right.
supposed to do/be sth,אמור לעשות/להיות משהו,7,band33july18,You were supposed to be ready at six o'clock.
surely,בוודאי,7,band33july18,
surface,משטח / פני השטח,8,band33july18,
surgery,ניתוח / מרפאה,8,band33july18,"He had surgery, but is recovering well. I went to the surgery to consult the doctor."
surprise,הפתעה / להפתיע,6,band22,What a nice surprise!
surprised,מופתע,5,scrap,I was surprised to see him.
surround,להקיף,8,band33july18,n
surroundings,סביבה,9,band33july18,n
survey,סקר / לסקור,7,band33july18,
survival,הישרדות,8,band33july18,n
survive,לשרוד,8,band33july18,n
suspect,לחשוד,8,band33july18,
sustain,לקיים / לתמוך,8,band33july18,
sweet,מתוק / ממתק,5,band22,This cake is too sweet.
swimming,שחייה,5,band22,"We use ""swimming"" in English."
switch off,לכבות,6,band22,Switch off the light when you leave.
switch on,להדליק,6,band22,"Switch on the TV, please."
symbol,סמל,7,band33july18,
system,מערכת,7,band33july18,The education system. We have a new system of grading exams.
